target_index,load_multiplier,side,stored_relative_free_residual,independent_relative_free_residual,fixed_displacement_max,stored_force_balance_absolute,independent_force_balance_absolute,force_balance_scale,force_balance_absolute_tolerance,independent_minimum_J,stored_minimum_J,free_residual_pass,fixed_displacement_pass,balance_pass,positive_J_pass,independent_J_relative_error,independent_reaction_relative_error,independent_J_pass,independent_reaction_pass,independent_solid_energy_relative_error,independent_solid_energy_pass,independent_medium_energy_relative_error,independent_medium_energy_pass,status
87,0.87,python,6.520844180163685e-09,8.996454878885462e-09,0.0,3.641802296806934e-14,8.353127980990026e-14,2.61,2.6099999999999996e-06,6.22615603659768e-05,6.226156036599775e-05,True,True,True,True,7.93292909397232e-16,6.272288022175624e-15,True,True,6.5740214322764514e-15,True,3.461696904095014e-15,True,pass
87,0.87,matlab,4.025720285108355e-09,2.0141553550472333e-09,0.0,3.5518222799274566e-12,3.611920246799447e-12,2.61,2.6099999999999996e-06,6.226156023468599e-05,6.226156023468599e-05,True,True,True,True,7.724475451445966e-16,4.2653443875252006e-15,True,True,1.0956702387140846e-15,True,1.894823568560281e-14,True,pass
88,0.88,python,6.484694106021732e-09,5.028877022993937e-09,0.0,1.7763568394002505e-14,1.9539925233402755e-14,2.64,2.64e-06,6.084623075900547e-05,6.084623075873632e-05,True,True,True,True,8.098276759124353e-16,4.745899811898767e-15,True,True,6.307344371612313e-15,True,3.981715867374461e-15,True,pass
88,0.88,matlab,3.0409971767345312e-09,2.3754419911584935e-09,0.0,2.6328787511078845e-12,2.6011070432325385e-12,2.64,2.64e-06,6.0846231128917905e-05,6.0846231128917905e-05,True,True,True,True,7.413980184445075e-16,4.200552342532522e-15,True,True,7.388603406749989e-15,True,1.1583173432357322e-14,True,pass
89,0.89,python,4.154808940979809e-09,2.8321943739727356e-09,0.0,5.374213420809067e-14,4.39648317751562e-14,2.67,2.67e-06,5.95007358899155e-05,5.950073588969722e-05,True,True,True,True,7.625239467275132e-16,5.149900885536084e-15,True,True,1.0316224033127575e-14,True,2.5172351777761383e-15,True,pass
89,0.89,matlab,7.473794908800332e-09,7.223415889783723e-09,0.0,3.887972499844707e-13,3.90436000115017e-13,2.67,2.67e-06,5.950073573184056e-05,5.950073573184056e-05,True,True,True,True,7.599334028054102e-16,3.2862631607930376e-15,True,True,1.4229274528453015e-15,True,8.810323122234514e-15,True,pass
90,0.9,python,4.386709758307277e-09,5.599502551180183e-09,0.0,1.7631236498432404e-13,1.0658511104318365e-13,2.7,2.7e-06,5.82211796961718e-05,5.822117969681522e-05,True,True,True,True,8.1631440476525525e-16,4.923190045068553e-15,True,True,9.832374011041802e-15,True,2.643870846034005e-14,True,pass
90,0.9,matlab,4.316317728783993e-09,4.0022366358315395e-09,0.0,2.9387735581006825e-13,2.9119691752890875e-13,2.7,2.7e-06,5.8221179572853776e-05,5.8221179572853776e-05,True,True,True,True,7.743387021427826e-16,3.177523114577133e-15,True,True,1.404624858720609e-15,True,1.5720313138560217e-14,True,pass
91,0.9099999999999999,python,3.5436160241619484e-09,2.6537168432134335e-09,0.0,2.6216312930574477e-14,6.661338147750939e-14,2.7299999999999995,2.7299999999999993e-06,5.70039862307567e-05,5.7003986231719524e-05,True,True,True,True,7.992643237958901e-16,4.656008963384171e-15,True,True,1.9067902291287914e-15,True,3.372471906121767e-15,True,pass
91,0.9099999999999999,matlab,9.270236833904935e-09,5.62254740398694e-09,0.0,7.365964485079597e-12,7.388966130549162e-12,2.7299999999999995,2.7299999999999993e-06,5.7003986642233107e-05,5.7003986642233107e-05,True,True,True,True,8.13781872465325e-16,3.508783656587165e-15,True,True,1.7334456628474857e-16,True,1.7217356573412665e-14,True,pass
92,0.92,python,4.675729122996427e-09,2.4352872978017917e-09,0.0,8.794760471833227e-14,1.7410336091849973e-14,2.7600000000000002,2.7600000000000003e-06,5.584592422296086e-05,5.584592422327625e-05,True,True,True,True,7.835269807895351e-16,5.48454894698218e-15,True,True,3.4232715948475063e-15,True,3.5275524538852893e-15,True,pass
92,0.92,matlab,7.145330246034243e-09,4.589961440703558e-09,0.0,4.019371853795465e-12,4.022034578498003e-12,2.7600000000000002,2.7600000000000003e-06,5.584592430128016e-05,5.584592430128016e-05,True,True,True,True,7.861375712295866e-16,3.1234190222447553e-15,True,True,6.846543189711193e-16,True,1.728500702410685e-14,True,pass
93,0.9299999999999999,python,9.806181874334328e-09,4.714550124225598e-09,0.0,8.881784197001252e-16,1.0880185641326534e-13,2.79,2.79e-06,5.474413969790842e-05,5.474413969849772e-05,True,True,True,True,7.928946637178053e-16,6.623062629912545e-15,True,True,7.77554034723843e-15,True,9.990766189911933e-15,True,pass
93,0.9299999999999999,matlab,8.130333493833236e-09,9.098888437192979e-09,0.0,3.826921418407534e-12,3.871257562581328e-12,2.79,2.79e-06,5.474413945165402e-05,5.474413945165402e-05,True,True,True,True,7.756379019049296e-16,3.839152507744794e-15,True,True,1.5213013722842164e-15,True,2.278595797676728e-15,True,pass
94,0.94,python,7.77296791093278e-09,3.0197369280773406e-09,0.0,2.810421643370507e-14,3.382374207264436e-14,2.82,2.8199999999999997e-06,5.369619843839657e-05,5.3696198439012085e-05,True,True,True,True,8.473769519666092e-16,3.6921756721460306e-15,True,True,2.671242963760256e-15,True,1.3935588229554685e-15,True,pass
94,0.94,matlab,7.29084890691495e-09,6.453676850776939e-09,0.0,8.262637483361305e-13,7.785917370469225e-13,2.82,2.8199999999999997e-06,5.3696198481015256e-05,5.3696198481015256e-05,True,True,True,True,8.587043210439545e-16,4.063837938343179e-15,True,True,6.678107409402978e-16,True,1.6548511022528e-14,True,pass
95,0.9500000000000001,python,7.634914909320967e-09,6.430655858335854e-09,0.0,2.0432930139561984e-14,4.8922428255765776e-14,2.85,2.85e-06,5.270013269120799e-05,5.270013269120725e-05,True,True,True,True,8.382950060554218e-16,5.445248566165206e-15,True,True,8.24598190329763e-16,True,8.656589404203664e-15,True,pass
95,0.9500000000000001,matlab,4.8581188786817964e-09,6.6942244986684905e-09,0.0,6.800599522096537e-13,6.839113689525051e-13,2.85,2.85e-06,5.270013275067431e-05,5.270013275067431e-05,True,True,True,True,8.336327171989693e-16,4.162290309410058e-15,True,True,4.94758914198154e-15,True,9.349116556571928e-15,True,pass
96,0.96,python,4.113494464409648e-09,3.3786415126705023e-09,0.0,1.3900276028483947e-13,1.1948063178328125e-13,2.88,2.88e-06,5.1754504515652555e-05,5.1754504515594144e-05,True,True,True,True,8.242098257262194e-16,4.111821800105586e-15,True,True,3.910388668342664e-15,True,2.3059633687265473e-14,True,pass
96,0.96,matlab,8.18614088746662e-09,8.553002814040077e-09,0.0,3.7098331206320294e-13,3.6388985279570986e-13,2.88,2.88e-06,5.1754504419423975e-05,5.1754504419423975e-05,True,True,True,True,8.418065677020632e-16,2.8638281160816334e-15,True,True,2.932791501257162e-15,True,1.221816411782859e-14,True,pass
97,0.97,python,8.209673993303171e-09,5.602852757639686e-09,0.0,4.085862076323632e-14,2.1981294421572852e-14,2.91,2.91e-06,5.085849685684818e-05,5.085849685683978e-05,True,True,True,True,8.544244357249103e-16,5.247938755164618e-15,True,True,9.659455589357088e-16,True,1.3000513064148803e-14,True,pass
97,0.97,matlab,8.316766885112456e-09,8.001723526753811e-09,0.0,3.3009930938038125e-13,3.3463057571711045e-13,2.91,2.91e-06,5.0858497276234926e-05,5.0858497276234926e-05,True,True,True,True,7.954745529742372e-16,3.5308860247449135e-15,True,True,3.863782235743181e-15,True,1.4368988123513125e-14,True,pass
98,0.98,python,7.929000014381118e-09,6.110423828698604e-09,0.0,1.6520357362336733e-13,8.304586963777727e-14,2.94,2.94e-06,5.001207772017957e-05,5.00120777199209e-05,True,True,True,True,8.535690343405989e-16,5.8141035919818865e-15,True,True,5.090958698351022e-15,True,9.182644218729548e-15,True,pass
98,0.98,matlab,5.71642577284261e-09,6.938186415767113e-09,0.0,1.0170515532513835e-13,1.0566150652503668e-13,2.94,2.94e-06,5.0012077845495995e-05,5.0012077845495995e-05,True,True,True,True,7.739758884552524e-16,3.818926236833491e-15,True,True,6.840975750908725e-15,True,1.2243525625030769e-14,True,pass
99,0.99,python,8.82760766838267e-09,7.62994018975256e-09,0.0,1.2129408840653311e-14,4.002966042486721e-14,2.9699999999999998,2.9699999999999995e-06,4.921634256520313e-05,4.921634256574185e-05,True,True,True,True,8.771557650453644e-16,4.318816066258367e-15,True,True,3.1447227282589894e-15,True,2.4512992707338838e-14,True,pass
99,0.99,matlab,9.518438375705431e-09,1.044277738119495e-08,0.0,2.134014036648139e-12,2.1792800070748596e-12,2.9699999999999998,2.9699999999999995e-06,4.921634236093597e-05,4.921634236093597e-05,False,True,True,True,8.551833832767538e-16,2.768035474856876e-15,True,True,3.14472272825676e-16,True,8.790866350227198e-15,True,fail
100,1.0,python,8.023621369788882e-09,3.745456011381347e-09,0.0,2.7608637229494008e-14,2.3267053878992058e-14,3.0,3e-06,4.847429690396643e-05,4.8474296904637984e-05,True,True,True,True,8.273734237375988e-16,3.908602692306536e-15,True,True,6.527668671065214e-15,True,1.21015755932172e-14,True,pass
100,1.0,matlab,8.628518351961078e-09,9.646271101647925e-09,0.0,2.9883840043870465e-11,2.985104808714801e-11,3.0,3e-06,4.847429719222196e-05,4.847429719222196e-05,True,True,True,True,8.10053063036117e-16,3.7778318824455096e-15,True,True,4.507199796735032e-15,True,7.731562184504443e-15,True,pass
